iter	Passed	Remaining
157	2005	10686
158	2020	10687
159	2031	10664
160	2039	10629
161	2047	10589
162	2054	10547
163	2060	10502
164	2069	10473
165	2084	10473
166	2095	10450
167	2103	10417
168	2110	10378
169	2138	10439
170	2155	10450
171	2168	10438
172	2174	10394
173	2181	10353
174	2189	10320
175	2203	10315
176	2214	10297
177	2223	10269
178	2231	10236
179	2238	10199
180	2245	10159
181	2254	10134
182	2270	10134
183	2280	10113
184	2288	10083
185	2296	10049
186	2302	10011
187	2309	9973
188	2321	9963
189	2335	9957
190	2356	9980
191	2365	9953
192	2373	9924
193	2389	9926
194	2400	9909
195	2409	9883
196	2417	9852
197	2424	9818
198	2430	9782
199	2439	9759
200	2454	9757
201	2465	9738
202	2473	9712
203	2481	9680
204	2487	9647
205	2494	9613
206	2502	9587
207	2521	9599
208	2532	9584
209	2541	9561
210	2549	9533
211	2566	9540
212	2591	9573
213	2603	9560
214	2612	9537
215	2620	9509
216	2626	9478
217	2633	9445
218	2643	9425
219	2657	9423
220	2669	9411
221	2678	9386
222	2685	9357
223	2692	9327
224	2698	9295
225	2711	9286
226	2724	9277
227	2733	9256
228	2741	9231
229	2748	9202
230	2755	9172
231	2763	9146
232	2801	9221
233	2811	9202
234	2817	9172
235	2827	9152
236	2842	9150
237	2853	9135
238	2861	9111
239	2869	9085
240	2875	9056
241	2882	9027
242	2890	9005
243	2908	9012
244	2920	8999
245	2929	8978
246	2937	8954
247	2945	8931
248	2951	8902
249	2960	8882
250	2976	8882
251	2986	8864
252	2994	8840
253	3009	8838
254	3034	8864
255	3047	8856
256	3057	8839
257	3065	8816
258	3072	8790
259	3078	8763
260	3085	8735
261	3093	8713
262	3112	8721
263	3124	8710
264	3131	8686
265	3138	8660
266	3144	8633
267	3152	8609
268	3167	8607
269	3180	8598
270	3189	8581
271	3197	8558
272	3204	8534
273	3214	8518
274	3239	8541
275	3250	8526
276	3258	8505
277	3265	8482
278	3272	8457
279	3278	8431
280	3288	8413
281	3305	8416
282	3319	8411
283	3329	8394
284	3337	8374
285	3345	8351
286	3351	8326
287	3358	8301
288	3367	8283
289	3381	8278
290	3391	8262
291	3399	8243
292	3406	8220
293	3415	8201
294	3447	8238
295	3458	8225
296	3467	8207
297	3475	8186
298	3482	8164
299	3488	8139
300	3495	8118
301	3509	8110
302	3522	8103
303	3532	8088
304	3540	8068
305	3548	8047
306	3554	8024
307	3560	8000
308	3569	7983
309	3584	7977
310	3594	7962
311	3602	7943
312	3609	7922
313	3616	7900
314	3622	7878
315	3653	7908
316	3664	7895
317	3673	7877
318	3680	7857
319	3687	7835
320	3693	7812
321	3702	7795
322	3716	7790
323	3726	7775
324	3735	7757
325	3742	7737
326	3748	7715
327	3755	7693
328	3764	7677
329	3778	7671
330	3788	7657
331	3796	7638
332	3821	7654
333	3854	7685
334	3863	7669
335	3871	7651
336	3878	7630
337	3884	7608
338	3892	7589
339	3906	7583
340	3917	7571
341	3926	7554
342	3934	7536
343	3941	7515
344	3947	7494
345	3954	7475
346	3966	7464
347	3981	7459
348	3991	7445
349	3999	7428
350	4006	7408
351	4013	7388
352	4021	7370
353	4051	7392
354	4060	7376
355	4067	7358
356	4074	7338
357	4080	7318
358	4091	7304
359	4105	7298
360	4115	7284
361	4124	7268
362	4131	7249
363	4137	7229
364	4143	7208
365	4150	7190
366	4166	7186
367	4179	7177
368	4188	7162
369	4196	7145
370	4203	7126
371	4209	7106
372	4215	7086
373	4234	7087
374	4246	7078
375	4260	7071
376	4268	7053
377	4274	7034
378	4282	7016
379	4297	7011
380	4308	6999
381	4323	6994
382	4336	6985
383	4346	6971
384	4366	6975
385	4385	6976
386	4396	6963
387	4405	6948
388	4427	6953
389	4443	6950
390	4458	6943
391	4477	6945
392	4493	6940
393	4503	6926
394	4511	6909
395	4518	6891
396	4524	6872
397	4537	6863
398	4550	6854
399	4559	6839
400	4567	6823
401	4574	6805
402	4581	6786
403	4587	6767
404	4596	6753
405	4612	6748
406	4623	6736
407	4632	6721
408	4640	6705
409	4656	6700
410	4674	6698
411	4685	6687
412	4694	6673
413	4702	6656
414	4709	6639
415	4716	6620
416	4723	6604
417	4736	6594
418	4750	6587
419	4760	6574
420	4771	6562
421	4779	6546
422	4786	6528
423	4794	6513
424	4811	6509
425	4830	6508
426	4844	6500
427	4851	6483
428	4858	6466
429	4875	6462
430	4890	6456
431	4904	6448
432	4911	6431
433	4917	6413
434	4925	6397
435	4941	6391
436	4951	6379
437	4960	6365
438	4968	6348
439	4975	6331
440	4981	6314
441	4989	6298
442	5004	6292
443	5014	6279
444	5023	6265
445	5031	6249
446	5037	6232
447	5044	6216
448	5065	6215
449	5138	6280
450	5211	6343
451	5220	6329
452	5232	6317
453	5245	6308
454	5258	6298
455	5268	6285
456	5277	6270
457	5286	6256
458	5294	6240
459	5319	6244
460	5331	6233
461	5340	6219
462	5348	6203
463	5355	6186
464	5361	6169
465	5369	6153
466	5385	6146
467	5396	6134
468	5405	6120
469	5413	6104
470	5420	6087
471	5430	6074
472	5475	6100
473	5531	6138
474	5617	6209
475	5703	6278
476	5766	6322
477	5858	6397
478	5921	6440
479	5952	6448
480	5979	6452
481	5998	6446
482	6011	6435
483	6022	6420
484	6030	6403
485	6037	6385
486	6044	6367
487	6051	6349
488	6068	6341
489	6087	6335
490	6096	6319
491	6103	6302
492	6109	6283
493	6117	6266
494	6133	6257
495	6144	6243
496	6156	6231
497	6165	6215
498	6172	6197
499	6185	6185
500	6199	6174
501	6208	6159
502	6216	6142
503	6224	6125
504	6230	6107
505	6236	6088
506	6247	6075
507	6260	6063
508	6270	6048
509	6278	6032
510	6285	6015
511	6292	5997
512	6300	5981
513	6312	5968
514	6324	5956
515	6344	5951
516	6353	5935
517	6362	5920
518	6378	5911
519	6389	5897
520	6398	5882
521	6405	5865
522	6412	5848
523	6419	5831
524	6428	5815
525	6443	5806
526	6454	5792
527	6462	5777
528	6470	5760
529	6476	5743
530	6483	5726
531	6493	5712
532	6508	5702
533	6519	5689
534	6527	5673
535	6534	5657
536	6541	5640
537	6576	5647
538	6587	5633
539	6594	5617
540	6600	5600
541	6607	5583
542	6617	5569
543	6631	5558
544	6641	5544
545	6649	5528
546	6656	5512
547	6663	5495
548	6671	5480
549	6685	5469
550	6699	5459
551	6710	5445
552	6718	5430
553	6725	5414
554	6732	5398
555	6738	5381
556	6776	5389
557	6786	5375
558	6793	5359
559	6800	5343
560	6806	5326
561	6816	5312
562	6830	5302
563	6841	5288
564	6849	5273
565	6856	5257
566	6863	5241
567	6870	5225
568	6882	5213
569	6895	5201
570	6904	5187
571	6913	5172
572	6921	5158
573	6928	5141
574	6936	5127
575	6969	5130
576	6979	5116
577	6986	5101
578	6993	5085
579	7005	5073
580	7018	5061
581	7028	5047
582	7042	5037
583	7049	5021
584	7067	5013
585	7081	5003
586	7091	4989
587	7099	4974
588	7106	4958
589	7112	4942
590	7120	4927
591	7132	4915
592	7149	4906
593	7167	4898
594	7175	4884
595	7182	4868
596	7190	4854
597	7202	4841
598	7217	4831
599	7227	4818
600	7236	4804
601	7243	4789
602	7250	4773
603	7256	4757
604	7266	4744
605	7283	4735
606	7295	4723
607	7304	4709
608	7312	4694
609	7319	4679
610	7325	4664
611	7333	4649
612	7350	4640
613	7384	4642
614	7391	4627
615	7398	4611
616	7407	4598
617	7425	4589
618	7437	4577
619	7446	4563
620	7454	4549
621	7461	4534
622	7467	4518
623	7475	4504
624	7491	4495
625	7504	4483
626	7514	4470
627	7522	4455
628	7529	4440
629	7535	4425
630	7543	4411
631	7559	4401
632	7587	4398
633	7608	4392
634	7624	4382
635	7637	4371
636	7647	4357
637	7655	4343
638	7662	4328
639	7668	4313
640	7676	4299
641	7688	4287
642	7704	4277
643	7715	4264
644	7723	4250
645	7731	4236
646	7737	4221
647	7744	4206
648	7754	4193
649	7772	4185
650	7783	4172
651	7796	4161
652	7804	4147
653	7811	4132
654	7820	4119
655	7860	4121
656	7878	4112
657	7906	4109
658	7915	4096
659	7923	4081
660	7930	4067
661	7936	4052
662	7946	4039
663	7960	4028
664	7971	4015
665	7992	4008
666	8002	3995
667	8029	3990
668	8039	3977
669	8046	3963
670	8053	3948
671	8060	3934
672	8067	3920
673	8083	3909
674	8093	3897
675	8102	3883
676	8110	3869
677	8117	3855
678	8123	3840
679	8136	3828
680	8149	3817
681	8159	3804
682	8167	3790
683	8183	3780
684	8197	3769
685	8211	3758
686	8221	3745
687	8229	3731
688	8236	3717
689	8243	3703
690	8251	3689
691	8264	3678
692	8278	3667
693	8288	3654
694	8297	3641
695	8304	3627
696	8311	3613
697	8317	3598
698	8330	3587
699	8343	3575
700	8353	3562
701	8361	3549
702	8368	3535
703	8375	3521
704	8387	3509
705	8410	3502
706	8419	3489
707	8427	3475
708	8434	3461
709	8440	3447
710	8449	3434
711	8466	3424
712	8478	3412
713	8493	3402
714	8511	3392
715	8524	3381
716	8549	3374
717	8557	3361
718	8564	3347
719	8571	3333
720	8578	3319
721	8596	3310
722	8609	3298
723	8621	3286
724	8630	3273
725	8637	3259
726	8644	3246
727	8657	3234
728	8670	3223
729	8680	3210
730	8688	3197
731	8695	3183
732	8701	3169
733	8709	3156
734	8723	3145
735	8734	3133
736	8743	3120
737	8751	3106
738	8758	3093
739	8765	3079
740	8773	3066
741	8790	3056
742	8815	3049
743	8826	3037
744	8833	3023
745	8841	3010
746	8854	2998
747	8868	2987
748	8879	2975
749	8887	2962
750	8894	2949
751	8901	2935
752	8907	2921
753	8920	2910
754	8932	2898
755	8942	2886
756	8950	2873
757	8957	2859
758	8964	2846
759	8972	2833
760	8984	2821
761	9011	2814
762	9038	2807
763	9051	2796
764	9064	2784
765	9074	2772
766	9082	2759
767	9089	2745
768	9096	2732
769	9103	2719
770	9115	2707
771	9131	2696
772	9141	2684
773	9150	2671
774	9157	2658
775	9164	2645
776	9170	2632
777	9180	2619
778	9197	2609
779	9209	2597
780	9218	2585
781	9226	2572
782	9233	2558
783	9240	2545
784	9273	2539
785	9284	2527
786	9293	2515
787	9300	2502
788	9307	2489
789	9315	2476
790	9326	2464
791	9341	2453
792	9352	2441
793	9361	2428
794	9368	2415
795	9375	2402
796	9381	2389
797	9391	2377
798	9409	2367
799	9420	2355
800	9429	2342
801	9437	2329
802	9462	2321
803	9477	2310
804	9487	2298
805	9495	2285
806	9503	2272
807	9509	2259
808	9517	2247
809	9528	2235
810	9541	2223
811	9550	2211
812	9558	2198
813	9565	2185
814	9572	2172
815	9580	2160
816	9594	2148
817	9608	2137
818	9618	2125
819	9627	2113
820	9634	2100
821	9659	2091
822	9673	2080
823	9683	2068
824	9691	2055
825	9698	2043
826	9705	2030
827	9712	2017
828	9725	2006
829	9740	1995
830	9750	1983
831	9759	1970
832	9766	1957
833	9773	1945
834	9779	1932
835	9789	1920
836	9805	1909
837	9817	1897
838	9826	1885
839	9841	1874
840	9859	1864
841	9876	1853
842	9886	1841
843	9894	1828
844	9901	1816
845	9909	1803
846	9918	1791
847	9933	1780
848	9944	1768
849	9952	1756
850	9960	1743
851	9967	1731
852	9975	1719
853	10000	1709
854	10011	1697
855	10020	1685
856	10028	1673
857	10036	1660
858	10048	1649
859	10075	1640
860	10084	1628
861	10092	1615
862	10098	1603
863	10105	1590
864	10114	1578
865	10129	1567
866	10139	1555
867	10147	1543
868	10154	1530
869	10161	1518
870	10167	1505
871	10177	1493
872	10195	1483
873	10206	1471
874	10215	1459
875	10223	1447
876	10249	1437
877	10274	1427
878	10287	1416
879	10294	1403
880	10300	1391
881	10311	1379
882	10328	1368
883	10339	1356
884	10348	1344
885	10356	1332
886	10363	1320
887	10369	1307
888	10378	1295
889	10394	1284
890	10404	1272
891	10412	1260
892	10420	1248
893	10427	1236
894	10433	1224
895	10445	1212
896	10471	1202
897	10482	1190
898	10488	1178
899	10495	1166
900	10505	1154
901	10522	1143
902	10533	1131
903	10542	1119
904	10550	1107
905	10557	1095
906	10563	1083
907	10573	1071
908	10588	1059
909	10598	1048
910	10606	1036
911	10614	1024
912	10620	1012
913	10627	999
914	10640	988
915	10653	976
916	10662	965
917	10676	953
918	10694	942
919	10711	931
920	10724	919
921	10733	908
922	10741	896
923	10748	884
924	10755	872
925	10762	860
926	10774	848
927	10790	837
928	10800	825
929	10809	813
930	10816	801
931	10823	789
932	10829	777
933	10841	766
934	10854	754
935	10864	742
936	10872	731
937	10880	719
938	10886	707
939	10905	696
940	10917	684
941	10927	672
942	10935	660
943	10942	649
944	10948	637
945	10960	625
946	10978	614
947	10990	602
948	10999	591
949	11007	579
950	11014	567
951	11020	555
952	11030	543
953	11045	532
954	11055	520
955	11079	509
956	11099	498
957	11113	487
958	11122	475
959	11130	463
960	11146	452
961	11159	440
962	11173	429
963	11182	417
964	11191	405
965	11198	394
966	11204	382
967	11212	370
968	11224	359
969	11239	347
970	11249	335
971	11258	324
972	11265	312
973	11272	300
974	11286	289
975	11316	278
976	11324	266
977	11331	254
978	11338	243
979	11345	231
980	11361	220
981	11371	208
982	11380	196
983	11388	185
984	11394	173
985	11401	161
986	11410	150
987	11425	138
988	11436	127
989	11444	115
990	11452	104
991	11458	92
992	11465	80
993	11473	69
994	11494	57
995	11508	46
996	11526	34
997	11534	23
998	11541	11
999	11549	0
