iter	Logloss	Accuracy
238	0.3518693147	0.8205511005
239	0.3518283348	0.8208070295
240	0.3517917064	0.8207643747
241	0.3517410649	0.8208496844
242	0.3516722758	0.8208923392
243	0.351622618	0.8208923392
244	0.3515699025	0.820934994
245	0.3515125394	0.8212762327
246	0.3514414901	0.8213188876
247	0.3514080941	0.8213188876
248	0.3513558795	0.8213188876
249	0.3513395434	0.8212762327
250	0.3512744607	0.8212335779
251	0.3512443839	0.8212762327
252	0.3511925015	0.8212762327
253	0.3511139188	0.8214468521
254	0.3510520159	0.8214895069
255	0.3510173066	0.8214895069
256	0.3509765144	0.8214895069
257	0.3509273562	0.8214041972
258	0.3508916465	0.8213615424
259	0.3508379472	0.8214041972
260	0.3508113484	0.8215321617
261	0.3508004417	0.8214895069
262	0.3507585448	0.8213615424
263	0.3507091748	0.8214041972
264	0.3506856132	0.8214468521
265	0.3506411215	0.8214895069
266	0.3505770432	0.8215748166
267	0.3505242846	0.8214895069
268	0.3504702523	0.8215748166
269	0.3504038574	0.8216601263
270	0.350365805	0.8216174714
271	0.3503057191	0.8216174714
272	0.3502696192	0.8216174714
273	0.3502434267	0.8216174714
274	0.3501910457	0.8217027811
275	0.350152579	0.8217454359
276	0.3501193379	0.8217027811
277	0.350069156	0.8221293295
278	0.3500053726	0.8221719843
279	0.3499779925	0.8221719843
280	0.3499129997	0.822257294
281	0.3498813175	0.8223852585
282	0.3498623836	0.8224705682
283	0.3498178719	0.822513223
284	0.3497730481	0.8225558778
285	0.3497298044	0.8225558778
286	0.3496597822	0.8226411875
287	0.3496179427	0.8227264972
288	0.3495752151	0.8227264972
289	0.3495165629	0.8228544617
290	0.3494459589	0.8229397714
291	0.3493944898	0.8229397714
292	0.349371176	0.8229397714
293	0.3493356219	0.8230677359
294	0.3493166579	0.8230677359
295	0.349263918	0.8230677359
296	0.3491924123	0.8231103907
297	0.3491490085	0.8232383552
298	0.3490752243	0.8231957004
299	0.3490313451	0.8233236649
300	0.3489746227	0.8233236649
301	0.3488661347	0.8234516294
302	0.3488273107	0.8236222488
303	0.348808858	0.8235795939
304	0.3487666117	0.8236222488
305	0.3487191312	0.8236222488
306	0.3486644559	0.8237075584
307	0.348621048	0.8237075584
308	0.3485805114	0.8237075584
309	0.3485406446	0.8237075584
310	0.3485055816	0.8235795939
311	0.3484860601	0.8235369391
312	0.3484660112	0.8237075584
313	0.3484479245	0.8236222488
314	0.3484210732	0.8236222488
315	0.3483921585	0.8237075584
316	0.3483570259	0.8235369391
317	0.3483025756	0.8237075584
318	0.3482634561	0.8237502133
319	0.3482382428	0.8236649036
320	0.3481996965	0.8237502133
321	0.3481630281	0.8239634875
322	0.3481444113	0.8239208326
323	0.3481015054	0.8240061423
324	0.3480739763	0.8240061423
325	0.348020394	0.8240487971
326	0.3479706313	0.8241341068
327	0.3479236439	0.8241767616
328	0.3478925049	0.824091452
329	0.3478538939	0.8241341068
330	0.3478068695	0.824347381
331	0.3477922412	0.8243900358
332	0.3477625609	0.8244326907
333	0.3477134836	0.8244753455
334	0.3476825103	0.8245606552
335	0.3476126751	0.82460331
336	0.3475694335	0.82460331
337	0.3475244294	0.8245606552
338	0.3474862514	0.8245180003
339	0.3474527057	0.8245180003
340	0.3474060889	0.8245180003
341	0.3473410631	0.8245180003
342	0.3473065305	0.82460331
343	0.3472665809	0.82460331
344	0.3472158012	0.82460331
345	0.3471706238	0.8245180003
346	0.3471205858	0.8245606552
347	0.3470557867	0.8245606552
348	0.3470387396	0.8245606552
349	0.3470092398	0.8245606552
350	0.3469955016	0.8245606552
351	0.3469601995	0.8246886197
352	0.346926212	0.8247739294
353	0.34688709	0.8248165842
354	0.3468639583	0.8248165842
355	0.3468119069	0.8248165842
356	0.3467661509	0.8249445487
357	0.3467206571	0.8249018939
358	0.3466707248	0.8250298584
359	0.3466589321	0.8249872035
360	0.346630791	0.8249872035
361	0.3465903478	0.8250298584
362	0.3465717588	0.8251151681
363	0.3465383568	0.8250298584
364	0.3464885919	0.8251578229
365	0.3464321635	0.8251151681
366	0.3463882719	0.8251578229
367	0.3463378178	0.8251578229
368	0.3463072245	0.8252431326
369	0.3462899803	0.8252431326
370	0.3462395492	0.8251151681
371	0.3462034548	0.8251151681
372	0.3461544318	0.8251151681
373	0.3461311835	0.8251151681
374	0.3461027399	0.8250725132
375	0.3460883598	0.8251151681
376	0.3460608416	0.8250725132
377	0.3460146732	0.8250725132
378	0.3459802098	0.8252431326
379	0.3459325	0.8253284422
380	0.3458845037	0.8253284422
381	0.345843227	0.8253284422
382	0.3457894229	0.8252857874
383	0.3457477765	0.8254564068
384	0.3456770444	0.8254137519
385	0.3456399977	0.8253710971
386	0.3455966573	0.8254137519
387	0.3455635262	0.8253284422
388	0.3455155859	0.8252857874
389	0.3455062955	0.8252857874
390	0.3454753254	0.8253284422
391	0.3454609345	0.8254137519
392	0.345433846	0.8254137519
393	0.3454196922	0.8254137519
394	0.3453646277	0.8253284422
395	0.345307797	0.8254564068
396	0.3452809185	0.8254564068
397	0.3452161962	0.8254564068
398	0.3452067043	0.8254564068
399	0.3451695323	0.8254564068
400	0.3451249784	0.8254564068
401	0.3450861179	0.8254564068
402	0.3450557523	0.8254137519
403	0.3450101194	0.8254564068
404	0.3449592297	0.8254137519
405	0.3449501293	0.8254137519
406	0.3449197172	0.8254564068
407	0.3448826106	0.8254564068
408	0.3448405366	0.8254564068
409	0.344808202	0.8254990616
410	0.3447750581	0.8255417164
411	0.3447483945	0.8255417164
412	0.3447150037	0.8256270261
413	0.3446694539	0.8254990616
414	0.3446368767	0.8254564068
415	0.344597119	0.8254990616
416	0.3445890679	0.8254990616
417	0.3445355877	0.8254564068
418	0.3445227727	0.8254564068
419	0.3444947073	0.8254564068
420	0.344466744	0.8254564068
421	0.3444309452	0.8255843713
422	0.344423324	0.8255843713
423	0.3443941029	0.8256696809
424	0.3443613772	0.8256696809
425	0.3443007281	0.8258403003
426	0.3442623717	0.82592561
427	0.3442321713	0.8259682648
428	0.3441907741	0.8259682648
429	0.3441297762	0.8261388841
430	0.344119208	0.8261388841
431	0.3441112229	0.8261388841
432	0.3440736316	0.8262241938
433	0.3440215899	0.8262668487
434	0.3439823104	0.8263095035
435	0.3439470769	0.8263095035
436	0.3439123867	0.8263095035
437	0.3438941564	0.8263521583
438	0.3438499225	0.8263948132
439	0.3438164425	0.8263521583
440	0.3437809097	0.8263948132
441	0.3437273528	0.8264801228
442	0.3436638221	0.8264801228
443	0.3436199971	0.8264801228
444	0.3435633109	0.826437468
445	0.343538391	0.8263948132
446	0.343482713	0.8264801228
447	0.343453496	0.8265227777
448	0.3434230214	0.8265654325
449	0.3433911574	0.8266507422
450	0.3433509761	0.8266507422
451	0.3433114645	0.8266507422
452	0.3432835226	0.8267787067
453	0.3432433126	0.8268213615
454	0.3432141489	0.8268213615
455	0.3431566205	0.8267360519
456	0.3431224613	0.826693397
457	0.3430809312	0.8268213615
458	0.3430526025	0.8267360519
459	0.3430175345	0.8269066712
460	0.342975382	0.8268213615
461	0.3429441171	0.8269493261
462	0.3429367344	0.8269493261
463	0.3429101269	0.8269919809
464	0.3428832692	0.8269919809
465	0.34285847	0.8269493261
466	0.3428011237	0.8272052551
467	0.3427706708	0.8272905648
468	0.342725591	0.8272905648
469	0.342688366	0.8272052551
470	0.3426569565	0.8272905648
471	0.3426223316	0.8272905648
472	0.3425798537	0.8272905648
473	0.342551095	0.8273332196
474	0.3425004547	0.8273332196
475	0.3424719475	0.8276318034
476	0.3424389011	0.8276318034
477	0.3423980316	0.8276744583
478	0.3423582231	0.8276744583
479	0.3423253253	0.8276318034
480	0.3423171358	0.8276318034
481	0.3422885155	0.8276318034
482	0.342230294	0.827759768
483	0.3422012325	0.8278450776
484	0.3421591773	0.8278024228
485	0.3421064441	0.827759768
486	0.3420727372	0.827759768
487	0.3420314014	0.827759768
488	0.3420226849	0.8278024228
489	0.3419734154	0.8277171131
490	0.34192014	0.827759768
491	0.3418759189	0.8278450776
492	0.3418043106	0.827759768
493	0.3417674954	0.8279303873
494	0.3417261107	0.8279303873
495	0.3416814849	0.8278877325
496	0.3416451431	0.8278450776
497	0.3416066698	0.8278877325
498	0.3415684427	0.8279730421
499	0.3415401355	0.8281010067
500	0.3415269556	0.8280583518
501	0.3414847849	0.828015697
502	0.3414572344	0.8284849002
503	0.3414227622	0.8284422454
504	0.3413927455	0.8286981744
505	0.3413662142	0.8286981744
506	0.3413255196	0.828783484
507	0.3413026687	0.8288687937
508	0.3412834277	0.8288687937
509	0.3412589769	0.8289541034
510	0.341213678	0.8289967582
511	0.341161852	0.8290394131
512	0.3411278101	0.8290820679
513	0.3411066419	0.8289967582
514	0.3410846073	0.8290820679
515	0.3410297718	0.8290820679
516	0.3409944016	0.8290394131
517	0.3409385906	0.8291247227
518	0.3408958936	0.8291247227
519	0.3408568148	0.8291673776
520	0.3408378671	0.8292100324
521	0.3408075724	0.8292100324
522	0.3407834413	0.8293379969
523	0.3407528961	0.8292953421
524	0.3407254152	0.8293379969
525	0.3406999535	0.8293379969
526	0.3406878287	0.8292953421
527	0.3406630824	0.8292953421
528	0.3406175632	0.8292953421
529	0.3405784942	0.8294233066
530	0.3405555531	0.8294659614
531	0.3405177655	0.8294659614
532	0.3404909471	0.8294659614
533	0.340457887	0.8294233066
534	0.3404184577	0.8295512711
535	0.3403833539	0.8297218905
536	0.3403509799	0.8296792356
537	0.3403394239	0.8296792356
538	0.3402953219	0.8297218905
539	0.3402777574	0.8297218905
540	0.3402374382	0.8297645453
541	0.340207603	0.829593926
542	0.3401540904	0.829593926
543	0.3401352879	0.8296365808
544	0.3401291742	0.8295086163
545	0.3400841396	0.8296365808
546	0.3400504202	0.829593926
547	0.3399984265	0.829593926
548	0.3399072244	0.8296792356
549	0.3398737304	0.8296792356
550	0.3398277288	0.8297645453
551	0.3397841071	0.8297218905
552	0.3397367647	0.8298072001
553	0.3397015651	0.8298072001
554	0.3396657787	0.8297645453
555	0.3396424724	0.8297645453
556	0.3396115055	0.8297645453
557	0.3395797202	0.8298925098
558	0.33957102	0.8298072001
559	0.3395405917	0.8298072001
560	0.3395000367	0.8297645453
561	0.339476332	0.8299351646
562	0.3394610733	0.8297645453
563	0.3394182649	0.8299778195
564	0.3394021678	0.8299778195
565	0.3393807782	0.8299778195
566	0.3393646029	0.8299351646
567	0.339328566	0.8299351646
568	0.3392982185	0.8300204743
569	0.3392745461	0.8300204743
570	0.3392320881	0.8300631292
571	0.3392096918	0.8300631292
572	0.3391777801	0.8301910937
573	0.339143987	0.8301484388
574	0.3390960462	0.8299351646
575	0.3390749151	0.8299351646
576	0.3390570052	0.8299351646
577	0.3390114368	0.8299351646
578	0.3389690704	0.8299778195
579	0.3389443259	0.8298925098
580	0.3389047279	0.8300204743
581	0.3388773481	0.8300204743
582	0.3388434045	0.8299778195
583	0.3388227339	0.8299778195
584	0.3387711776	0.8300204743
585	0.3387322664	0.8300204743
586	0.3386853047	0.830361713
587	0.3386618214	0.8304043679
588	0.3386243496	0.8304043679
589	0.3385789203	0.8302764033
590	0.3385550405	0.8302764033
591	0.3385145766	0.8302764033
592	0.3384882055	0.8302764033
593	0.3384770253	0.8302764033
594	0.3384446077	0.8302764033
595	0.3384011928	0.8303190582
596	0.3383727741	0.830361713
597	0.3383268171	0.8304043679
598	0.3382989032	0.8304043679
599	0.3382558573	0.8303190582
600	0.3382185888	0.8303190582
601	0.338180966	0.8304043679
602	0.3381583689	0.8304043679
603	0.3381177304	0.8304470227
604	0.3380904202	0.8304896775
605	0.3380503233	0.8304896775
606	0.3380285229	0.8304470227
607	0.3379757891	0.8304470227
608	0.337955703	0.8304470227
609	0.3379286116	0.8304043679
610	0.3379056236	0.8305749872
611	0.3378827838	0.8305323324
612	0.3378611079	0.8305323324
613	0.3378312605	0.8305323324
614	0.3377952883	0.8305749872
615	0.3377722205	0.830617642
616	0.3377297969	0.830617642
617	0.3377089401	0.830617642
618	0.3376838791	0.830617642
619	0.3376648746	0.830617642
620	0.3376339112	0.8309162259
621	0.3376058285	0.8310015356
622	0.3375620078	0.8313427743
623	0.3375220386	0.8313854291
624	0.337480134	0.8312574646
625	0.3374644104	0.8312148098
626	0.3374137714	0.8312148098
627	0.3373917511	0.8312574646
628	0.337365074	0.8311721549
629	0.3373470502	0.8312148098
630	0.3373169286	0.8312574646
631	0.3372932414	0.8312574646
632	0.3372728079	0.8313001194
633	0.3372495285	0.8312574646
634	0.337234798	0.8312574646
635	0.3371996273	0.8312574646
636	0.3371769778	0.8312574646
637	0.3371533032	0.8313001194
638	0.3371109988	0.8312574646
639	0.3370764209	0.8314280839
640	0.337057143	0.8314280839
641	0.3370166519	0.8314280839
642	0.3369827836	0.8315560485
643	0.3369336532	0.8314280839
644	0.3369080867	0.8314707388
645	0.3368667031	0.8315133936
646	0.3368478466	0.8315987033
647	0.3368203554	0.8315987033
648	0.3367809524	0.8316413581
649	0.3367432853	0.8316413581
650	0.3367064189	0.8318119775
651	0.3366809139	0.8317266678
652	0.3366464637	0.8317266678
653	0.3366218687	0.8317693226
654	0.3365922399	0.8317693226
655	0.3365677365	0.8317693226
656	0.3365394728	0.8318119775
657	0.3365189213	0.8317693226
658	0.336476974	0.8317693226
659	0.3364441442	0.8318119775
660	0.3364137329	0.8317693226
661	0.3363952019	0.8317693226
662	0.3363660643	0.8318119775
663	0.3363306081	0.8318546323
664	0.3362959716	0.8318546323
665	0.3362628845	0.8318546323
666	0.3362490771	0.8318972872
667	0.3362285284	0.8318972872
668	0.3362039408	0.8318972872
669	0.3361860186	0.8318972872
670	0.3361482275	0.8318972872
671	0.3361143455	0.8320252517
672	0.3360883021	0.8319825968
673	0.3360665815	0.8319825968
674	0.3360326603	0.8319825968
675	0.3360050665	0.8319825968
676	0.3359722525	0.8318972872
677	0.3359526069	0.8319825968
678	0.3359213579	0.8319825968
679	0.3358880697	0.8321105613
680	0.3358581445	0.8320252517
681	0.3358246899	0.8320679065
682	0.3357861011	0.8320679065
683	0.3357471817	0.831939942
684	0.3357250237	0.8319825968
685	0.3357099183	0.831939942
686	0.3356732016	0.831939942
687	0.3356462933	0.8319825968
688	0.3356271423	0.8318972872
689	0.3355825229	0.831939942
690	0.3355216206	0.8321532162
691	0.3354942677	0.8322385258
692	0.3354737475	0.8322811807
693	0.3354593634	0.8323238355
694	0.3354312834	0.8324091452
695	0.3353988293	0.8324091452
696	0.335387875	0.8324944549
697	0.3353750485	0.8327077291
698	0.3353525278	0.8326224194
699	0.3353390798	0.8325797645
700	0.3353181634	0.8325797645
701	0.3352799882	0.8326224194
702	0.3352442707	0.8326650742
703	0.3352116196	0.8326650742
704	0.3351789288	0.8325371097
705	0.3351641486	0.8325371097
706	0.3351390188	0.8324944549
707	0.3351066338	0.8325371097
708	0.3350869864	0.8325371097
709	0.3350775231	0.8325371097
710	0.3350521978	0.8325797645
711	0.3350258605	0.8325797645
712	0.3350074959	0.8325797645
713	0.3349813354	0.8326650742
714	0.3349460547	0.8326650742
715	0.3349107802	0.8326224194
716	0.3348805448	0.8326224194
717	0.3348566686	0.8326224194
718	0.3348339329	0.8326224194
719	0.3348047771	0.8326650742
720	0.3347673928	0.8324944549
721	0.3347490238	0.8325371097
722	0.33472802	0.8325371097
723	0.3346993495	0.8325371097
724	0.3346630752	0.8324944549
725	0.3346387961	0.8324944549
726	0.3345918672	0.8325797645
727	0.3345589366	0.8326650742
728	0.3345232997	0.8327077291
729	0.3344870924	0.8327503839
730	0.3344542655	0.8326224194
731	0.334432049	0.8327077291
732	0.3344127531	0.8328356936
733	0.3343871007	0.8327930387
734	0.3343706658	0.8327930387
735	0.3343283988	0.8327503839
736	0.3342930762	0.8328783484
737	0.3342773087	0.8328783484
738	0.3342522173	0.8329210032
739	0.3342305865	0.8330489678
740	0.33420559	0.8330063129
741	0.3341824489	0.8330916226
742	0.3341530712	0.8330916226
743	0.3341136321	0.8329636581
744	0.3340826659	0.8330916226
745	0.334042788	0.8332622419
746	0.334018272	0.8332622419
747	0.3339954582	0.8332622419
748	0.3339485553	0.8334328613
749	0.3339145785	0.8330916226
750	0.3338704834	0.8332195871
751	0.3338461598	0.8332622419
752	0.3338279762	0.8332622419
753	0.3337902672	0.8332622419
754	0.3337729122	0.8332622419
755	0.3337322644	0.8333475516
756	0.3337126787	0.8334328613
757	0.3336851771	0.8334328613
758	0.3336583108	0.8335608258
759	0.3336283602	0.833518171
760	0.3335882906	0.8336461355
761	0.3335726534	0.8336461355
762	0.3335435111	0.8336461355
763	0.3335184935	0.8336461355
764	0.3334954154	0.8336887903
765	0.3334537006	0.8337314451
766	0.3334327138	0.8337314451
767	0.3333934275	0.8337314451
768	0.3333605176	0.8337314451
769	0.3333329339	0.8337314451
770	0.3333117055	0.8337741
771	0.333285735	0.8337314451
772	0.3332644396	0.8336887903
773	0.3332454914	0.8337741
774	0.3332155955	0.8337314451
775	0.3331833999	0.8337741
776	0.3331567987	0.8337741
777	0.3331251165	0.8337741
778	0.3331025851	0.8336461355
779	0.3330332857	0.8336461355
780	0.3330016986	0.8338594097
781	0.3329485387	0.8338167548
782	0.3329297615	0.8337741
783	0.3329048479	0.8339020645
784	0.3328412504	0.8338594097
785	0.332817154	0.8338167548
786	0.3327988174	0.8338167548
787	0.3327600609	0.8337741
788	0.3327075419	0.8337741
789	0.3326808224	0.8337314451
790	0.3326260426	0.8337314451
791	0.3325743183	0.8338167548
792	0.3325494417	0.8338167548
793	0.3325235677	0.8338594097
794	0.3324874691	0.8340726838
795	0.3324750003	0.8340726838
796	0.3324352113	0.8342006484
797	0.3323915994	0.8341579935
798	0.3323387949	0.8343286129
799	0.3323224275	0.8344992322
800	0.3323021289	0.8344992322
801	0.3322763886	0.8344992322
802	0.3322426176	0.834541887
803	0.3322097286	0.8344992322
804	0.3321814318	0.8344992322
805	0.3321677063	0.8344139225
806	0.3321327613	0.8344992322
807	0.3320882379	0.834541887
808	0.3320549431	0.8345845419
809	0.3320205071	0.834541887
810	0.3320072366	0.8344992322
811	0.3319780745	0.8346271967
812	0.3319558499	0.8347125064
813	0.3319170844	0.8347978161
814	0.3318926115	0.8348404709
815	0.3318625784	0.8348831257
816	0.3318377067	0.8348831257
817	0.3318158824	0.8348831257
818	0.3317979763	0.8348831257
819	0.3317701081	0.8348831257
820	0.3317268494	0.8349257806
821	0.3316969699	0.8349684354
822	0.3316655406	0.8349257806
823	0.3316373131	0.8348831257
824	0.331605755	0.8348831257
825	0.3315790828	0.8349257806
826	0.3315641286	0.8349257806
827	0.3315366401	0.8349684354
828	0.331522786	0.8350537451
829	0.3314817169	0.8349257806
830	0.3314557836	0.8350110903
831	0.3314242444	0.8350537451
832	0.3313847909	0.8350963999
833	0.331377065	0.8351817096
834	0.3313586737	0.8353096741
835	0.3313298922	0.8353096741
836	0.3313128453	0.835352329
837	0.3313003446	0.835352329
838	0.3312780822	0.8353949838
839	0.3312426696	0.8353949838
840	0.3312082033	0.8353949838
841	0.3311777323	0.8350110903
842	0.3311420334	0.8349684354
843	0.3311251788	0.8350537451
844	0.3311111829	0.8351390548
845	0.331083408	0.8350963999
846	0.3310476643	0.8350537451
847	0.331010301	0.8350963999
848	0.3309789253	0.8352243644
849	0.330955962	0.8352243644
850	0.3309146619	0.8350537451
851	0.3308808676	0.8350537451
852	0.3308672847	0.8350110903
853	0.3308517089	0.8350537451
854	0.3308180923	0.8350963999
855	0.3307791278	0.8351817096
856	0.330749736	0.8351390548
857	0.3307230648	0.8351390548
858	0.3307082512	0.8351817096
859	0.3306816194	0.8351390548
860	0.3306470931	0.8352243644
861	0.3306164722	0.8353096741
862	0.3305959706	0.8352670193
863	0.3305571935	0.8352243644
864	0.3305354449	0.8352243644
865	0.3305161311	0.8352670193
866	0.3304879154	0.8353096741
867	0.3304528788	0.835352329
868	0.3304288257	0.8353096741
869	0.3304156172	0.835352329
870	0.330406226	0.8353096741
871	0.3303667915	0.835352329
872	0.3303441583	0.835352329
873	0.3303354598	0.8353096741
874	0.33031469	0.8353949838
875	0.3302942995	0.8353949838
876	0.330270939	0.8353949838
877	0.330229789	0.8353949838
878	0.3302015613	0.8353949838
879	0.3301865228	0.8353949838
880	0.3301610798	0.8353096741
881	0.330139457	0.8353096741
